       EEG1       EEG2       EEG3       EEG4
      -52.5      -46.8      -31.4        5.8
      -47.9      -41.8      -28.6        5.8
      -45.8      -40.1      -26.1        6.9
      -46.4      -42.4      -25.4       10.0
      -47.4      -47.0      -26.6       15.4
      -45.1      -51.4      -28.3       20.4
      -38.5      -54.3      -29.1       21.6
      -29.8      -55.1      -29.4       20.3
      -21.8      -52.1      -29.5       20.3
      -14.5      -43.3      -28.4       23.8
       -7.4      -30.5      -25.1       29.1
       -1.1      -19.5      -20.6       33.9
        3.6      -14.6      -16.5       37.3
        7.4      -16.4      -13.5       38.9
        9.8      -22.4      -11.9       37.4
       10.1      -28.6      -11.1       33.6
        9.3      -31.1      -10.8       30.0
        8.9      -28.5      -10.3       28.3
       11.9      -21.1       -8.0       28.5
       21.0       -9.1       -2.9       29.5
       36.5        7.6        3.5       29.0
       54.8       27.6        8.3       26.1
       70.0       47.1        9.8       21.4
       77.3       62.9        9.5       16.3
       77.4       76.4        9.8       11.6
       76.4       92.3       11.1        7.0
       78.4      111.0       12.9        2.3
       81.3      126.4       16.0       -1.5
       80.1      130.6       22.3       -3.0
       72.5      121.3       30.9       -2.4
       60.4      102.0       38.6       -1.5
       48.5       80.3       43.6       -1.5
       41.0       63.5       46.8       -1.5
       39.5       55.8       49.5       -0.8
       41.4       54.8       52.4       -0.3
       40.6       54.6       54.1       -0.5
       33.3       50.9       53.0       -0.8
       21.1       43.8       48.9       -0.8
       11.0       36.9       44.5       -1.5
        9.0       31.5       42.8       -5.1
       14.1       25.6       43.8      -12.8
       19.3       17.0       44.8      -22.4
       18.8        6.9       42.5      -29.0
       12.8       -1.5       35.8      -29.9
        4.1       -6.1       25.8      -27.1
       -6.1       -7.6       15.6      -23.8
      -16.0       -8.4        9.1      -20.6
      -19.3       -8.3        7.8      -17.5
      -12.1       -6.1        9.6      -14.6
        0.5       -3.1       11.5      -11.8
        9.6       -2.4       12.1       -7.6
        8.8       -5.6       11.1       -1.8
       -2.6      -11.5        8.1        4.8
      -19.3      -16.8        3.3       11.1
      -34.6      -19.5       -2.9       17.9
      -44.3      -20.0      -10.0       23.9
      -47.3      -18.6      -17.1       26.5
      -46.6      -15.5      -22.5       25.1
      -45.6       -9.9      -24.5       22.3
      -45.4       -2.0      -23.8       20.3
      -46.4        5.6      -22.5       19.0
      -48.9        9.1      -22.8       15.6
      -52.8        6.1      -25.9        8.8
      -57.9       -2.4      -31.3        2.4
      -64.3      -13.9      -37.5        0.8
      -71.1      -27.0      -43.0        2.8
      -76.0      -40.3      -45.8        4.6
      -76.3      -50.8      -44.6        4.6
      -70.9      -54.9      -40.1        2.8
      -61.9      -51.6      -34.6       -0.8
      -52.9      -43.6      -31.5       -4.4
      -44.9      -34.6      -31.6       -5.9
      -36.4      -26.8      -32.1       -4.6
      -27.1      -20.8      -30.0       -3.0
      -19.4      -16.9      -26.1       -3.4
      -15.1      -15.1      -23.0       -4.9
      -14.0      -15.0      -21.4       -6.4
      -15.0      -15.5      -19.8       -7.9
      -18.4      -16.6      -17.4       -9.1
      -23.3      -18.9      -15.1       -8.9
      -26.0      -22.1      -13.6       -7.1
      -23.5      -23.5      -12.6       -5.4
      -15.4      -19.0      -11.5       -4.9
       -2.9       -7.8      -10.5       -5.3
       11.8        6.3      -10.5       -5.3
       25.8       17.9      -11.5       -4.5
       37.1       26.3      -11.8       -4.3
       46.9       34.4       -8.9       -5.6
       57.5       42.8       -3.4       -9.0
       69.1       47.9        2.4      -13.0
       78.6       45.8        6.6      -15.4
       83.6       37.1        9.4      -15.8
       84.4       25.9       11.9      -14.8
       81.6       14.5       14.5      -12.9
       76.5        4.0       17.1      -11.0
       72.0       -4.4       20.4      -10.5
       70.4       -9.1       24.1      -13.5
       69.6      -10.0       28.9      -20.3
       65.5       -9.1       35.0      -27.1
       55.9       -9.6       40.8      -29.4
       42.6      -13.5       42.8      -26.3
       27.9      -20.4       40.8      -21.4
       11.9      -27.1       37.6      -18.8
       -3.6      -29.4       35.4      -19.5
      -14.3      -24.3       35.3      -22.0
      -18.0      -14.0       37.8      -24.1
      -18.3       -4.6       41.3      -24.0
      -18.3        1.6       43.4      -20.3
      -17.4        7.5       43.0      -12.5
      -13.8       14.4       40.8       -3.9
       -8.5       18.6       37.8        2.3
       -4.9       16.4       33.0        5.9
       -4.3        9.1       25.8        9.9
       -6.3        2.4       18.0       15.9
       -9.1        1.3       12.5       21.9
      -10.9        8.8        9.9       25.4
      -11.0       23.6        9.8       27.0
      -11.3       39.6       11.5       29.6
      -12.9       48.5       13.9       34.5
      -15.0       46.8       15.6       39.8
      -19.8       36.1       16.1       43.1
      -30.5       20.9       15.6       45.4
      -42.0        8.3       15.3       48.8
      -44.3        5.0       14.5       51.5
      -35.9       11.4       12.3       50.0
      -24.0       20.1        9.8       45.1
      -15.9       21.6        9.6       41.6
      -13.4       12.5       11.9       41.6
      -15.9       -3.8       14.0       42.3
      -24.1      -21.8       13.4       40.1
      -35.3      -36.0       10.0       34.8
      -41.9      -43.0        6.0       28.0
      -41.4      -44.0        2.0       21.0
      -38.4      -42.6       -3.9       14.0
      -36.8      -39.8      -13.0        8.1
      -35.8      -34.1      -23.1        4.1
      -33.9      -26.5      -30.5       -0.9
      -31.3      -20.4      -33.4       -8.9
      -27.4      -16.6      -33.4      -16.0
      -21.1      -12.0      -32.4      -16.4
      -12.6       -5.1      -30.9      -10.1
       -4.4        0.5      -29.4       -3.9
        1.6        3.1      -28.9       -2.9
        5.9        5.6      -29.6       -5.9
       10.3       10.6      -31.0       -8.4
       15.4       16.6      -32.5       -8.6
       20.5       20.5      -32.9       -7.4
       25.0       21.9      -31.1       -6.0
       28.1       21.9      -28.8       -6.0
       29.3       20.1      -28.5       -8.5
       29.8       17.1      -31.0      -12.6
       31.8       15.6      -34.4      -17.0
       34.9       17.0      -36.4      -22.1
       37.1       19.8      -36.3      -27.9
       37.3       21.3      -34.6      -32.5
       35.6       20.4      -32.1      -35.8
       34.1       17.9      -29.1      -38.1
       33.1       13.8      -25.0      -39.5
       30.8        8.3      -19.8      -39.5
       26.0        3.6      -14.4      -37.8
       19.0        1.9       -9.8      -34.6
        9.1        3.0       -5.8      -31.1
       -4.8        6.6       -1.4      -28.5
      -22.0       12.8        3.3      -27.5
      -39.1       20.0        5.4      -27.9
      -51.6       25.6        3.3      -28.4
      -56.9       28.3       -0.8      -27.3
      -55.6       29.3       -2.6      -23.6
      -50.4       29.1       -0.3      -19.4
      -43.3       26.3        5.4      -14.8
      -35.4       20.3       11.8       -8.1
      -27.5       13.0       17.0        0.8
      -19.1        6.0       20.9        8.9
      -10.3       -1.3       22.6       13.1
       -3.4      -10.1       21.1       13.5
       -3.1      -20.6       17.8       12.4
      -11.3      -31.6       16.1       12.8
      -23.0      -40.8       19.4       15.5
      -30.0      -45.1       28.0       20.3
      -28.3      -43.5       38.5       26.6
      -20.1      -37.8       46.0       33.9
       -9.5      -31.4       48.5       40.9
        1.4      -27.1       47.5       46.3
       12.1      -24.6       46.1       50.0
       22.1      -22.1       45.6       54.1
       28.6      -19.4       43.9       59.3
       29.1      -17.1       37.8       61.9
       26.1      -15.0       28.5       59.5
       25.5      -11.3       20.4       53.6
       28.5       -4.4       16.1       47.4
       31.9        6.3       16.1       42.1
       33.1       19.9       19.4       37.9
       30.8       33.0       23.1       34.5
       26.5       41.6       24.1       31.4
       24.8       46.4       21.1       27.1
       27.6       50.5       16.0       21.5
       33.5       52.8       11.9       16.0
       36.4       47.6       10.0       12.5
       31.6       33.8        8.6       10.0
       23.5       17.8        6.5        5.8
       18.8        7.8        4.5       -1.3
       16.8        5.1        3.5       -9.8
       13.1        5.6        2.6      -17.1
        5.9        5.4        0.5      -21.0
       -3.6        3.1       -3.4      -20.9
      -13.8       -0.9       -9.1      -18.4
      -24.3       -6.3      -16.6      -16.9
      -33.4      -12.5      -23.8      -18.9
      -37.0      -17.8      -27.0      -24.3
      -33.3      -19.6      -25.3      -30.1
      -25.4      -17.8      -21.3      -33.9
      -18.8      -15.3      -18.9      -34.3
      -16.8      -16.1      -20.1      -31.0
      -19.5      -21.4      -24.4      -26.0
      -24.4      -28.9      -29.6      -22.3
      -28.1      -34.8      -34.3      -20.8
      -29.9      -37.1      -36.9      -20.9
      -31.6      -37.0      -37.0      -22.6
      -34.0      -35.6      -35.8      -25.4
      -34.0      -33.4      -34.3      -27.8
      -29.6      -30.9      -33.1      -28.0
      -22.9      -29.8      -32.0      -25.9
      -16.1      -30.3      -30.9      -23.8
      -10.9      -31.3      -30.0      -23.6
       -8.3      -32.6      -29.1      -24.8
       -9.0      -35.5      -28.0      -25.8
      -13.3      -40.6      -27.4      -25.9
      -19.8      -46.0      -28.1      -25.3
      -25.3      -47.3      -29.6      -24.5
      -27.9      -42.1      -29.5      -24.0
      -28.9      -32.3      -26.6      -24.0
      -29.9      -21.0      -21.9      -24.3
      -31.3      -11.4      -17.4      -24.1
      -32.5       -5.8      -14.8      -24.4
      -31.3       -3.8      -13.5      -26.9
      -24.9       -1.8      -12.0      -31.8
      -14.5        2.3      -10.1      -36.5
       -4.9        6.8       -8.3      -39.4
        0.5        9.6       -5.6      -41.6
        2.6       11.0       -1.0      -44.9
        4.6       13.5        5.3      -46.6
        7.5       20.5       10.8      -44.6
       11.9       34.1       13.6      -39.6
       19.0       52.5       14.1      -32.4
       28.3       69.3       13.3      -22.4
       35.4       76.5       11.9      -10.0
       37.3       71.8       11.3        2.8
       36.0       60.4       13.1       13.1
       36.1       50.3       18.9       19.6
       39.3       45.5       27.3       22.1
       43.6       43.9       34.1       21.5
       47.6       39.9       37.1       20.4
       50.5       31.3       37.1       22.0
       50.8       20.6       36.3       26.9
       47.1       12.5       36.6       34.1
       41.5       10.6       39.9       43.3
       36.6       14.0       45.5       53.3
       31.6       15.6       49.6       61.8
       24.0        8.5       48.8       67.5
       14.1       -5.9       43.6       71.0
        5.9      -18.0       39.8       73.8
        1.6      -20.6       41.0       77.8
        0.5      -15.9       44.1       84.8
        1.5       -9.8       42.3       95.1
        4.3       -4.9       33.1      106.9
        7.4       -1.6       20.9      116.3
        7.0       -2.3       12.0      119.3
       -0.3       -7.8        9.4      115.6
      -13.0      -15.4       10.0      108.8
      -26.8      -21.5       10.5      101.3
      -37.9      -24.1       10.9       93.9
      -44.3      -23.5       12.0       86.3
      -45.8      -21.4       12.8       76.9
      -43.3      -19.1       11.9       63.9
      -38.6      -18.0        8.9       46.9
      -34.3      -18.3        3.5       27.9
      -31.3      -18.4       -3.6        8.9
      -28.9      -17.0      -10.6       -8.1
      -25.9      -14.6      -15.8      -20.9
      -21.0      -11.8      -18.1      -28.5
      -13.9       -7.5      -17.5      -33.3
       -5.8       -1.3      -14.8      -38.9
        1.5        6.4      -11.8      -47.0
        6.9       13.1       -9.8      -55.3
        9.4       17.5       -9.4      -59.5
        9.0       19.6      -10.4      -57.8
       10.0       21.4      -12.1      -51.0
       16.3       24.9      -13.6      -42.5
       25.6       31.3      -14.9      -35.0
       32.9       39.1      -17.1      -29.5
       35.3       45.3      -21.4      -27.0
       32.1       46.6      -26.6      -30.4
       24.3       41.6      -30.6      -41.3
       17.4       32.4      -32.1      -56.0
       19.1       24.3      -31.0      -68.5
       29.9       21.5      -28.1      -76.5
       40.6       23.3      -25.9      -80.9
       42.5       25.6      -26.5      -81.3
       34.9       26.5      -30.6      -76.3
       22.3       26.0      -36.3      -66.8
        7.3       23.4      -40.0      -57.0
       -9.4       16.4      -40.9      -50.6
      -24.9        6.4      -40.4      -46.6
      -36.5       -2.0      -39.8      -42.5
      -45.4       -8.0      -39.1      -37.6
      -52.8      -13.3      -38.1      -31.5
      -56.8      -16.5      -35.6      -24.8
      -56.4      -16.3      -31.3      -21.9
      -52.6      -14.5      -25.1      -25.1
      -47.3      -14.3      -17.3      -29.5
      -42.9      -18.0       -8.3      -28.5
      -42.3      -26.8       -0.9      -21.9
      -45.9      -39.1        1.8      -14.1
      -49.8      -49.9        0.1       -8.6
      -48.1      -52.6       -1.8       -6.3
      -40.0      -47.0       -0.3       -7.6
      -31.9      -41.8        4.5      -11.5
      -29.5      -46.4        9.4      -13.3
      -30.9      -61.9       12.6       -9.6
      -29.8      -80.0       14.6       -2.9
      -23.0      -91.4       17.0        2.3
      -14.4      -95.3       21.8        3.4
      -10.1      -97.9       29.0        1.9
      -11.3     -102.3       36.6        1.3
      -12.3     -104.3       41.6        4.3
       -7.5      -98.9       42.5       10.8
        2.3      -87.6       40.1       18.4
       12.9      -75.3       37.6       24.8
       21.9      -63.5       37.6       28.8
       27.0      -53.6       40.0       30.3
       27.0      -46.8       42.6       30.8
       24.5      -40.8       43.0       32.4
       25.6      -30.0       40.8       35.3
       34.8      -11.6       37.8       36.6
       50.5       11.1       36.5       34.1
       67.3       32.3       37.8       29.3
       79.0       46.8       39.4       26.3
       82.5       52.8       38.6       27.5
       79.8       52.6       35.4       31.8
       76.1       51.4       31.3       36.4
       75.8       53.4       27.0       40.5
       77.4       57.6       22.5       44.3
       76.4       58.0       18.1       47.9
       70.0       52.4       14.4       51.0
       61.1       46.8       11.9       52.9
       55.8       48.6       10.9       50.5
       56.0       58.6       10.0       41.9
       57.8       70.4        7.4       31.0
       57.1       78.9        2.9       25.3
       53.6       83.8       -1.9       27.0
       46.5       84.4       -5.6       31.9
       32.4       79.0       -9.1       36.3
       11.6       70.3      -14.1       40.3
       -7.3       65.5      -21.3       44.3
      -17.4       67.0      -29.8       46.8
      -21.8       69.3      -37.3       46.8
      -26.5       67.1      -41.3       44.8
      -32.8       62.0      -41.4       41.9
      -38.4       59.4      -39.8       38.9
      -43.3       61.3      -39.3       36.1
      -50.1       63.9      -40.4       32.5
      -61.5       60.9      -42.3       25.6
      -75.8       49.4      -44.9       15.3
      -87.1       33.0      -48.1        4.5
      -91.1       19.5      -50.4       -4.4
      -89.1       13.6      -49.5      -12.6
      -85.3       15.5      -45.3      -21.6
      -81.6       25.0      -39.4      -29.3
      -77.8       40.6      -33.9      -31.4
      -75.1       53.0      -29.8      -28.3
      -77.8       50.9      -27.6      -24.0
      -83.9       35.5      -27.3      -22.5
      -86.5       20.3      -27.0      -26.6
      -82.3       15.5      -25.8      -37.0
      -75.6       18.5      -24.4      -49.8
      -71.8       19.1      -23.8      -58.1
      -70.8       10.5      -21.8      -60.0
      -69.1       -6.5      -16.3      -60.4
      -64.0      -25.8       -8.4      -63.9
      -56.0      -41.1       -0.9      -70.0
      -47.1      -50.9        5.6      -75.4
      -38.1      -57.3       12.4      -77.4
      -29.0      -62.6       19.5      -75.6
      -20.5      -67.5       24.6      -70.0
      -12.5      -71.0       25.9      -60.9
       -4.4      -73.1       23.5      -51.5
        4.4      -74.1       20.0      -45.1
       13.1      -73.9       18.0      -41.5
       22.0      -71.1       18.9      -38.5
       32.5      -64.6       21.9      -34.3
       46.5      -55.0       25.3      -27.8
       62.4      -45.5       28.4      -19.9
       77.1      -37.9       32.0      -11.0
       90.0      -30.6       37.0       -0.4
      101.0      -23.6       41.9       11.8
      109.1      -19.4       44.8       23.8
      112.8      -18.1       47.4       33.8
      111.6      -16.6       52.9       39.0
      107.9      -12.8       59.3       37.4
      104.8       -8.3       61.6       30.6
      104.3       -6.1       58.6       24.1
      105.3       -6.4       53.5       22.3
      104.5       -6.5       50.0       25.3
       99.3       -4.5       47.3       29.9
       89.1       -1.3       41.9       32.0
       77.6        2.3       33.1       30.3
       70.1        6.1       24.1       26.3
       68.5       10.0       17.5       22.0
       68.9       12.5       13.0       19.0
       65.6       11.4        8.8       17.8
       55.9        5.4        4.3       17.3
       41.9       -3.9        1.0       15.8
       27.9      -14.1       -0.5       11.6
       16.8      -24.9       -2.3        5.1
        8.3      -35.1       -4.8       -1.0
        1.1      -41.0       -7.1       -4.8
       -5.1      -38.8       -9.8       -6.9
      -11.1      -28.8      -13.9       -9.0
      -16.8      -15.4      -19.3      -11.4
      -20.8       -3.4      -25.4      -13.3
      -22.5        3.9      -31.8      -14.6
      -22.3        6.0      -37.5      -16.5
      -20.4        7.8      -40.5      -17.4
      -17.9       14.3      -39.3      -15.4
      -16.6       24.9      -34.3      -12.8
      -19.1       34.3      -28.5      -12.0
      -26.5       37.0      -25.1      -11.3
      -37.1       33.6      -25.0       -8.4
      -47.8       28.8      -27.6       -4.3
      -57.1       25.1      -31.4       -0.5
      -66.6       21.6      -34.8        2.5
      -77.4       16.6      -37.6        4.3
      -88.1       11.1      -40.6        3.6
      -97.3        6.0      -44.0        0.8
     -104.0        1.3      -47.6       -1.8
     -108.6       -3.5      -50.5       -2.1
     -111.5       -7.5      -52.0       -3.1
     -111.3       -7.6      -51.8       -8.3
     -106.8       -3.0      -49.5      -16.0
     -100.0        2.8      -46.4      -22.6
      -93.6        5.5      -44.5      -25.9
      -87.5        5.1      -44.8      -24.8
      -79.6        4.4      -45.0      -19.5
      -70.3        3.9      -42.3      -12.0
      -62.6        0.8      -36.5       -4.5
      -59.4       -7.0      -30.0        2.4
      -58.9      -17.5      -24.5        9.6
      -57.4      -27.1      -20.1       17.4
      -52.1      -32.6      -16.3       24.4
      -40.9      -30.0      -11.6       29.9
      -22.3      -16.3       -4.8       33.9
        0.3        5.1        4.0       34.9
       18.6       23.1       11.3       31.3
       29.1       29.0       14.1       25.5
       35.0       23.1       13.9       22.3
       41.0       11.4       14.5       23.0
       47.8       -1.0       17.3       24.3
       52.4      -11.6       20.5       22.8
       53.5      -18.8       22.6       19.5
       52.4      -21.0       23.4       17.9
       50.8      -20.0       24.0       20.1
       49.8      -19.3       26.3       25.4
       49.9      -19.8       30.6       30.6
       53.0      -18.8       36.1       32.8
       61.0      -12.8       40.9       30.4
       71.6       -3.4       44.9       23.5
       79.4        3.3       50.5       14.0
       81.4        3.3       57.4        6.3
       79.8       -1.4       61.4        4.0
       79.5       -5.5       59.1        6.6
       83.0       -5.1       53.3        9.1
       87.5        0.3       48.6        7.5
       88.4        7.8       47.0        2.6
       83.1       13.6       46.1       -2.3
       73.6       16.6       43.5       -5.4
       65.0       19.0       39.4       -5.6
       60.5       23.0       35.4       -2.8
       59.0       28.3       32.3        0.5
       58.0       31.5       29.6        0.4
       55.5       29.3       26.5       -4.0
       50.8       21.0       22.0       -8.6
       43.8       10.3       16.0      -10.1
       34.5        1.1        9.0       -9.3
       22.1       -4.8        1.4       -8.0
        6.4       -8.3       -6.4       -6.9
      -10.9      -10.4      -13.1       -5.6
      -26.8      -10.0      -18.3       -4.1
      -38.9       -6.0      -21.6       -2.9
      -47.0       -0.4      -23.8       -2.4
      -53.3        3.1      -26.1       -3.5
      -59.8        2.9      -30.3       -6.9
      -65.1        1.9      -35.5      -12.0
      -66.5        4.4      -39.6      -17.4
      -64.3       10.3      -41.1      -21.4
      -61.6       14.9      -41.0      -23.5
      -61.0       14.5      -40.5      -24.6
      -61.1       10.3      -39.9      -25.5
      -60.4        5.6      -39.0      -26.6
      -60.1        2.4      -39.1      -28.3
      -62.6        0.5      -41.0      -30.8
      -67.3        1.1      -43.0      -34.3
      -70.5        7.1      -43.5      -39.6
      -70.8       18.4      -42.9      -47.8
      -70.1       28.9      -42.1      -56.3
      -71.1       31.3      -41.5      -59.9
      -73.0       24.3      -40.4      -56.6
      -72.6       13.8      -38.4      -50.9
      -67.4        6.6      -35.1      -48.1
      -57.4        4.5      -30.8      -48.5
      -45.0        4.6      -25.9      -48.3
      -33.4        4.8      -21.4      -44.8
      -26.1        4.5      -18.5      -37.9
      -25.0        3.5      -19.0      -30.1
      -27.4        2.1      -22.9      -25.9
      -27.0        1.8      -27.4      -27.3
      -19.3        3.9      -28.4      -32.0
       -4.8        8.8      -23.9      -35.6
       11.4       14.6      -15.5      -34.9
       23.4       18.0       -6.5      -29.8
       29.3       15.9        0.4      -22.3
       30.3        8.0        3.3      -14.6
       29.0       -2.6        2.6       -7.6
       28.0      -11.1        1.0       -0.8
       28.1      -15.8        1.3        6.0
       28.0      -19.1        4.4       12.5
       25.8      -24.5        9.3       18.9
       22.0      -31.8       14.6       25.9
       18.5      -38.1       19.3       33.8
       16.8      -41.0       22.1       41.8
       18.0      -39.4       24.1       49.0
       22.6      -34.0       27.4       55.4
       29.4      -26.4       32.3       60.1
       36.5      -17.6       36.3       63.5
       42.5       -8.6       36.1       67.0
       45.1       -1.1       31.3       71.4
       42.8        2.3       25.0       74.4
       36.1        0.3       22.4       75.0
       28.1       -5.3       25.5       74.6
       21.6      -11.8       32.1       75.5
       19.0      -17.8       38.0       77.9
       21.5      -22.4       40.1       80.8
       27.3      -24.8       38.0       83.8
       31.0      -26.0       33.5       87.5
       28.0      -29.0       29.0       91.1
       19.0      -33.8       26.0       92.1
        9.0      -36.3       23.9       88.5
        2.4      -33.9       20.8       80.0
        0.9      -28.5       16.1       69.0
        3.3      -24.5       11.5       59.0
        5.1      -25.9        8.4       51.4
        2.3      -32.4        7.0       45.5
       -6.4      -40.5        7.4       40.1
      -18.8      -48.0        9.1       34.9
      -31.3      -53.6       10.8       30.5
      -39.0      -55.5       11.5       26.9
      -38.8      -52.6       11.8       22.0
      -32.4      -46.4       11.5       13.3
      -25.3      -40.1        9.9        2.4
      -21.0      -36.1        6.6       -6.0
      -18.6      -33.4        2.6      -10.6
      -15.5      -29.1       -1.4      -14.4
      -10.8      -22.3       -6.4      -18.6
       -6.0      -14.6      -13.0      -22.1
       -3.6       -8.5      -19.6      -24.6
       -4.3       -3.0      -24.6      -28.1
       -5.4        5.6      -27.4      -33.6
       -3.5       19.1      -28.3      -41.5
        1.4       33.4      -27.9      -52.3
        6.0       41.3      -26.5      -64.0
        8.4       39.6      -24.1      -72.1
        9.1       32.9      -21.0      -74.1
        9.5       29.4      -17.3      -72.1
       10.1       33.9      -13.0      -70.1
       11.0       44.0       -8.8      -69.6
       11.0       52.4       -6.1      -70.6
        7.8       52.6       -6.6      -72.4
        1.1       45.3       -9.9      -72.9
       -5.6       36.1      -12.5      -71.3
       -8.0       32.4      -11.6      -70.1
       -5.3       36.6       -9.0      -71.9
        0.0       45.0       -8.4      -75.5
        5.5       52.4      -10.4      -77.3
       10.8       56.8      -12.6      -74.4
       15.1       58.9      -13.4      -67.3
       17.8       60.3      -12.9      -58.9
       19.4       62.4      -11.3      -52.4
       22.1       67.1       -7.9      -47.8
       26.0       73.6       -4.6      -43.5
       27.0       75.8       -5.4      -38.6
       21.5       69.6      -10.8      -33.0
       11.4       60.4      -16.5      -27.5
        2.5       56.4      -16.9      -24.0
       -1.8       57.5      -10.3      -25.0
       -4.8       55.9        0.1      -29.6
      -10.9       46.8       10.5      -33.3
      -19.5       33.3       18.5      -32.0
      -26.1       21.6       23.5      -27.4
      -27.1       14.8       26.5      -23.3
      -22.3       12.6       29.1      -21.1
      -15.0       13.0       31.6      -19.8
      -10.4       11.0       33.3      -17.0
      -10.3        3.0       33.4      -11.4
      -11.9       -8.3       32.6       -3.4
      -12.1      -16.3       32.1        3.5
      -10.5      -18.6       33.1        4.8
       -9.3      -19.4       35.6        1.1
      -10.3      -22.8       37.9       -0.8
      -12.9      -28.6       38.1        5.6
      -16.1      -34.5       36.5       19.6
      -19.4      -39.9       34.3       35.4
      -22.3      -45.9       32.1       48.5
      -23.6      -51.0       29.9       58.5
      -22.9      -53.4       27.5       66.9
      -20.8      -55.3       24.9       74.6
      -17.9      -60.0       21.5       81.9
      -13.5      -65.6       16.8       87.9
       -5.3      -66.4       11.1       91.5
        8.1      -59.8        6.8       92.4
       23.6      -49.6        4.5       90.9
       35.6      -40.6        3.1       88.6
       41.0      -33.5        1.4       88.0
       39.9      -27.8       -1.4       90.6
       34.5      -24.5       -5.1       95.0
       27.8      -25.3       -9.4       97.6
       22.5      -28.4      -13.8       95.8
       19.6      -30.5      -17.9       90.4
       17.6      -30.1      -21.9       84.5
       14.8      -26.0      -25.9       80.9
       11.3      -15.5      -29.3       79.4
        9.0        2.3      -31.1       77.3
        9.3       22.3      -32.3       71.8
       11.4       37.0      -34.8       63.0
       14.0       43.1      -38.9       54.9
       16.1       43.9      -42.4       50.1
       16.4       43.9      -43.4       46.9
       14.0       43.6      -42.8       42.6
        8.8       39.4      -42.0       36.8
        2.1       29.8      -41.4       29.5
       -1.9       20.4      -39.6       21.6
       -1.1       16.4      -36.4       13.1
        1.6       15.9      -33.0        5.5
        3.3       14.8      -30.1        1.5
        4.4       13.8      -25.6       -0.1
        6.3       15.1      -18.3       -6.0
        7.5       18.4      -10.0      -18.5
        6.4       21.5       -3.8      -30.1
        3.0       24.1       -0.6      -33.6
       -0.9       27.0        0.3      -30.8
       -5.1       29.6        1.0      -28.8
      -10.5       31.4        2.4      -31.6
      -16.1       33.8        3.5      -37.4
      -20.1       37.1        3.3      -42.8
      -21.6       39.1        2.0      -46.9
      -20.4       37.0        1.0      -49.9
      -16.4       30.1        1.4      -51.6
      -10.4       20.8        2.8      -53.6
       -3.4       12.6        3.9      -57.1
        3.5        8.4        4.1      -61.8
        9.1        7.4        4.1      -66.8
       12.5        6.4        4.5      -71.5
       13.5        3.4        5.8      -74.5
       11.6       -2.0        9.0      -73.8
        4.9       -9.0       14.3      -68.9
       -5.9      -15.6       20.4      -62.1
      -16.3      -19.8       26.0      -56.3
      -22.3      -20.6       30.0      -52.0
      -23.5      -17.6       32.5      -47.8
      -21.3      -10.5       34.4      -43.1
      -17.5        0.4       35.8      -39.1
      -13.9       14.4       36.8      -37.0
      -10.0       29.9       38.6      -37.1
       -5.3       43.6       42.0      -38.4
       -0.4       52.4       45.1      -38.5
        3.8       54.6       44.9      -35.0
        4.8       48.8       38.6      -27.6
        1.1       34.8       27.5      -20.0
       -4.5       16.8       16.9      -15.5
       -9.3       -0.9       11.3      -14.1
      -13.6      -16.8        9.6      -13.9
      -19.0      -30.3        9.4      -12.9
      -25.0      -40.1        9.4      -10.6
      -29.9      -45.4        9.5       -9.3
      -33.0      -46.8        9.1      -10.6
      -35.3      -46.8        7.4      -12.6
      -36.8      -47.0        5.0      -10.8
      -37.6      -48.0        3.4       -3.6
      -39.1      -50.1        2.3        5.1
      -42.6      -52.6        0.3       11.8
      -47.8      -53.5       -3.0       15.4
      -51.0      -51.5       -7.0       18.0
      -47.9      -48.5      -11.1       21.3
      -37.0      -47.9      -15.0       26.5
      -21.5      -51.4      -19.0       34.1
       -6.3      -57.1      -23.1       41.6
        5.5      -61.3      -26.4       44.3
       12.0      -62.5      -28.3       39.8
       12.5      -64.1      -30.4       31.8
        8.9      -69.4      -34.1       27.0
        5.9      -75.5      -38.5       28.5
        6.5      -76.6      -41.5       33.1
        8.1      -72.0      -42.5       36.6
        6.6      -66.3      -41.5       38.0
        2.0      -62.8      -38.9       38.8
       -2.4      -61.3      -34.9       39.5
       -4.3      -58.1      -29.8       40.3
       -2.9      -49.1      -23.8       40.9
        2.3      -32.6      -17.3       40.6
        9.6      -12.0      -11.0       38.8
       15.5        5.6       -6.1       35.8
       17.1       15.5       -3.0       33.6
       15.1       18.5       -1.1       33.6
       12.1       19.4       -0.1       35.3
       10.8       21.6        0.3       37.3
       12.1       24.3        1.0       37.6
       15.6       24.8        3.0       36.4
       20.1       24.0        6.1       36.1
       24.5       24.6        9.9       37.9
       28.0       26.8       13.9       39.3
       30.6       28.3       17.3       38.0
       32.4       28.5       20.0       34.9
       32.9       29.9       22.6       31.9
       30.4       33.5       23.6       28.5
       23.9       37.6       22.0       23.0
       17.0       41.9       19.5       16.3
       15.8       48.1       18.9       10.8
       23.0       56.6       20.5        8.3
       35.9       65.1       22.6        8.6
       46.8       69.9       23.8       10.1
       49.1       68.6       23.9       11.0
       43.3       62.9       23.5       11.0
       34.3       55.9       23.0       10.9
       27.9       50.1       23.0       11.8
       27.5       45.9       23.6       14.1
       32.6       42.8       24.4       16.5
       41.5       42.8       26.3       15.5
       52.6       47.3       30.3        9.0
